	Property Name	Property Location	Price	Property Info
7697	Taman Bunga Raya, Sepang	Jalan Bunga Raya, Sepang, Selangor	RM 467,214	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7698	Kampung Batu 14, Puchong	Puchong, Selangor	RM 463,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7699	Keruing Villas @ Putrajaya	Jalan Keruing, Bangi, Selangor	RM 437,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7700	Kampung Baru Seri Kembangan	Jalan SK, Seri Kembangan, Selangor	RM 482,660	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7701	Kampung Baru Seri Kembangan	Jalan SK, Seri Kembangan, Selangor	RM 422,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7702	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 422,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7703	Kota Warisan	Jalan Warisan Mulia 4/1, Kota Warisan, Sepang, Selangor	RM 478,288	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7704	Bangi Avenue	Jalan Bangi Avenue 1, Taman Bangi Avenue, Bangi, Selangor	RM 418,229	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7705	Taman Puchong Utama	Puchong, Selangor	RM 412,990	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7706	Ampang Jaya	Ampang, Selangor	RM 467,292	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7707	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 476,188	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7708	Taman Sri Serdang	Off Jalan Raya 3, Seri Kembangan, Selangor	RM 472,188	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7709	Bandar Bukit Mahkota Bangi	Bangi, Selangor	RM 413,998	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7710	Jalan Presint 10C/1	Cyberjaya, Selangor	RM 462,114	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7711	Taman Sungai Besi Indah	Jalan Sb Indah 3/7, Seri Kembangan, Selangor	RM 476,288	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7712	Taman Dahlia, Sepang	Jalan Dahlia Pewira, Sepang, Selangor	RM 412,992	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7713	D'Demang @ Seri Kembangan	Jalan DD 3A/2, Puchong South, Selangor	RM 467,180	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7714	Taman Bunga Raya, Sepang	Jalan Bunga Raya, Sepang, Selangor	RM 403,442	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7715	Taman Bukit Serdang	Jalan BS, Seri Kembangan, Selangor	RM 462,712	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7716	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 482,229	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7717	Jalan Presint 11H/2	Cyberjaya, Selangor	RM 465,220	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7718	CasaView @ Cybersouth	Cyberjaya, Selangor	RM 452,188	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7719	Pantai Sepang Putra	Bagan Lalang, Tanjong Sepat, Selangor	RM 491,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7720	Taman Dahlia, Sepang	Jalan Dahlia Pewira, Sepang, Selangor	RM 472,188	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7721	Bandar Pinggiran Subang	Bandar Pinggiran Subang, Subang, Selangor	RM 412,599	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7722	Casa Green @ Cybersouth	Cyberjaya, Selangor	RM 478,288	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7723	Taman Mas Sepang	Jalan Dagang Mas; Jalan Pinggiran Mas, Puchong, Selangor	RM 412,929	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7724	Lingkaran Seri Kembangan	Hulu Selangor, Selangor	RM 421,288	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7725	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 450,188	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7726	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 413,892	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7727	Kekwa Apartment @ Putra Perdana	Jalan Putra Perdana 5b, Taman Putra Perdana, Puchong, Selangor	RM 170,000	Non Landed3 beds2 bath1 carparkRM 213/sqft795 sqft
7728	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 484,600	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7729	Bandar Baru Salak Tinggi	Off Road 820, 43900 Sepang, Sepang, Selangor	RM 423,800	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7730	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 422,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7731	CasaView @ Cybersouth	Cyberjaya, Selangor	RM 413,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7732	Lingkaran Cyber Point Barat	Cyberjaya, Selangor	RM 437,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7733	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 452,720	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7734	Kampung Baru Seri Kembangan	Jalan SK, Seri Kembangan, Selangor	RM 443,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7735	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 403,800	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7736	Jalan Presint 10C/4	Cyberjaya, Selangor	RM 467,529	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7737	Taman Puchong Indah	Jalan Indah, Puchong, Selangor	RM 413,000	Landed4 + 1 beds4 bath3 carparkRM -- sqft
7738	Pantai Sepang Putra	Bagan Lalang, Tanjong Sepat, Selangor	RM 408,272	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7739	Taman Bunga Raya, Sepang	Jalan Bunga Raya, Sepang, Selangor	RM 467,214	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7740	Kampung Batu 14, Puchong	Puchong, Selangor	RM 463,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7741	Kampung Baru Seri Kembangan	Jalan SK, Seri Kembangan, Selangor	RM 482,660	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7742	Kekwa Apartment @ Putra Perdana	Jalan Putra Perdana 5b, Taman Putra Perdana, Puchong, Selangor	RM 170,000	Non Landed3 beds2 bath1 carparkRM 213/sqft795 sqft
7743	Taman Dahlia, Sepang	Jalan Dahlia Pewira, Sepang, Selangor	RM 421,972	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7744	Taman Dahlia, Sepang	Jalan Dahlia Pewira, Sepang, Selangor	RM 451,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7745	Taman Emas, Dengkil	Jalan Emas, Sepang, Selangor	RM 412,989	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7746	Kota Warisan	Jalan Warisan Mulia 4/1, Kota Warisan, Sepang, Selangor	RM 352,810	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7747	Taman Seri Sentosa, Sepang	Jalan Seri Sentosa, Sepang, Selangor	RM 451,190	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7748	Kota Warisan	Jalan Warisan Mulia 4/1, Kota Warisan, Sepang, Selangor	RM 412,998	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7749	Pantai Sepang Putra	Bagan Lalang, Tanjong Sepat, Selangor	RM 417,210	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7750	Taman Puchong Utama	Puchong, Selangor	RM 468,200	Landed4 + 1 beds4 bath4 carparkRM -- sqft
7751	Pantai Sepang Putra	Bagan Lalang, Tanjong Sepat, Selangor	RM 403,188	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7752	Taman Seri Sentosa, Sepang	Jalan Seri Sentosa, Sepang, Selangor	RM 399,210	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7753	Bandar Baru Salak Tinggi	Off Road 820, 43900 Sepang, Sepang, Selangor	RM 391,712	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7754	Taman Dahlia, Sepang	Jalan Dahlia Pewira, Sepang, Selangor	RM 428,710	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7755	Bandar Baru Salak Tinggi	Off Road 820, 43900 Sepang, Sepang, Selangor	RM 381,529	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7756	Taman Seri Sentosa, Sepang	Jalan Seri Sentosa, Sepang, Selangor	RM 461,920	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7757	Taman Cempaka, Bandar Baru Salak Tinggi	Jalan ST 1D/1, Sepang, Selangor	RM 418,299	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7758	Taman Bunga Raya, Sepang	Jalan Bunga Raya, Sepang, Selangor	RM 451,299	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7759	Bandar Baru Salak Tinggi	Off Road 820, 43900 Sepang, Sepang, Selangor	RM 391,270	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7760	Pantai Sepang Putra	Bagan Lalang, Tanjong Sepat, Selangor	RM 412,120	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7761	Pantai Sepang Putra	Bagan Lalang, Tanjong Sepat, Selangor	RM 412,120	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7762	Seksyen 21, Petaling Jaya	Off Jalan SS2/24, Petaling Jaya, Selangor	RM 467,180	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7763	Sri Anggerik 1	Jalan Bandar Puchong Jaya, Bandar Puchong Jaya, Puchong, Selangor	RM 205,000	Non Landed3 beds1 bath1 carparkRM 256/sqft800 sqft
7764	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 438,900	Landed4 + 1 beds3 bath2 carparkRM 176/sqft2,480 sqft
7765	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 413,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7766	Bandar Baru Ampang	Ampang, Selangor	RM 482,445	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7767	Seksyen 3, Bandar Baru Bangi	Bangi, Selangor	RM 384,600	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7768	CasaView @ Cybersouth	Cyberjaya, Selangor	RM 453,100	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7769	Kajang East	Off Jalan Semenyih, Semenyih, Selangor	RM 482,900	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7770	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 450,888	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7771	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 412,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7772	Cyberjaya	Persiaran Apec, Persiaran Multimedia, Cyberjaya, Selangor	RM 398,100	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7773	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 418,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7774	Lebuhraya Putrajaya Cyberjaya (Jalan B15)	Cyberjaya, Selangor	RM 398,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7775	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 398,100	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7776	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 435,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7777	Subang Bestari	Jalan Nova U5/63, Subang Bestari, Selangor	RM 413,800	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7778	Bandar Baru Ampang	Ampang, Selangor	RM 501,998	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7779	Bandar Baru Ampang	Ampang, Selangor	RM 464,428	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7780	Taman Emas, Dengkil	Jalan Emas, Sepang, Selangor	RM 403,800	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7781	Taman Emas, Dengkil	Jalan Emas, Sepang, Selangor	RM 403,800	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7782	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 446,900	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7783	Cyber Heights Villa	Jalan Cyber Suria, Cyberjaya, Selangor	RM 387,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7784	Taman Mas Sepang	Jalan Dagang Mas; Jalan Pinggiran Mas, Puchong, Selangor	RM 413,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7785	Bandar Bukit Mahkota Bangi	Bangi, Selangor	RM 383,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7786	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 442,100	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7787	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 468,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7788	Seksyen 7, Shah Alam	Persiaran Kayangan, Shah Alam, Selangor	RM 437,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7789	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 415,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7790	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 522,010	Landed4 + 1 beds4 bath3 carparkRM -- sqft
7791	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 442,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7792	Taman Dahlia, Sepang	Jalan Dahlia Pewira, Sepang, Selangor	RM 380,100	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7793	Bandar Baru Sri Petaling	Jalan Pasai, Jalan Wan Empok, Jalan Wan Malini, Bandar Baru Sri Petaling, Kuala Lumpur	RM 452,668	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7794	CasaView @ Cybersouth	Cyberjaya, Selangor	RM 438,900	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7795	Taman Pinggiran Cyber	Jalan PC 3/2, Taman Pinggiran Cyber., Cyberjaya, Selangor	RM 425,200	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7796	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 412,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7797	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 452,000	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7798	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 458,000	Landed4 + 1 beds4 bath2 carparkRM 185/sqft2,468 sqft
7799	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 452,100	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7800	Bandar Mahkota Cheras	Persiaran Mahkota Cheras, Cheras, Selangor	RM 452,922	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7801	Taman Mas Sepang	Jalan Dagang Mas; Jalan Pinggiran Mas, Puchong, Selangor	RM 462,100	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7802	Seksyen 17, Petaling Jaya	Off Jalan Universiti, Petaling Jaya, Selangor	RM 487,288	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7803	Section 19 (Seksyen 19) @ Shah Alam	Shah Alam, Selangor	RM 452,180	Landed5 + 1 beds4 bath4 carparkRM -- sqft
7804	Bandar Baru Ampang	Ampang, Selangor	RM 472,090	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7805	Bandar Baru Ampang	Ampang, Selangor	RM 612,884	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7806	Pantai Sepang Putra	Bagan Lalang, Tanjong Sepat, Selangor	RM 391,722	Landed4 + 1 beds4 bath4 carparkRM -- sqft
7807	Bandar Baru Salak Tinggi	Off Road 820, 43900 Sepang, Sepang, Selangor	RM 392,188	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7808	Jalan Presint 8E	Putrajaya, Selangor	RM 482,520	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7809	Bandar Baru Ampang	Ampang, Selangor	RM 412,868	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7810	Ampang Jaya	Ampang, Selangor	RM 477,244	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7811	Taman Pelangi Semenyih	Semenyih, Selangor	RM 452,133	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7812	Bandar Baru Ampang	Ampang, Selangor	RM 455,310	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7813	Bellevue @ CyberSouth	Pintasan Dengkil bypass, Cyberjaya, Selangor	RM 413,772	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7814	Jalan Presint 8A/2	Putrajaya, Selangor	RM 466,280	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7815	Taman Ampang Saujana	Jalan Saujana, Ampang, Selangor	RM 482,444	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7816	Jalan Presint 10C/4	Cyberjaya, Selangor	RM 469,220	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7817	Bandar Baru Ampang	Ampang, Selangor	RM 464,221	Landed4 + 1 beds4 bath2 carparkRM -- sqft
7818	Duta Villa, Putrajaya	Jalan P14A 1/1, Presint 14, Putrajaya, Selangor	RM 482,620	Landed4 + 1 beds4 bath3 carparkRM -- sqft
7819	WTS – RM1,800,000 (Reduced) | Renovated ‘Lock, Stock & Barrel’ Semi-Detached Triple Storey, Section 27, Shah Alam	Shah Alam, Selangor	RM 1,800,000	Landed7 + 1 beds6 bath4 carparkRM 428/sqft4,200 sqft
7820	Windsor Tower - penthouse studio, KLCC Istana view	Mont Kiara, Kuala Lumpur	RM 580,000	Non LandedStudio1 bathRM 906/sqft640 sqft
7821	Windsor Tower - penthouse studio, KLCC Istana view	Mont Kiara, Kuala Lumpur	RM 580,000	Non LandedStudio1 bathRM 906/sqft640 sqft
7822	Troika - Triplex Penthouse (15000sf), KLCC view 	KLCC, Kuala Lumpur	RM 18,000,000	Non Landed7 beds7 bathRM 1,200/sqft15,000 sqft
7823	[MRT] Vista damai - Penthouse with roof terrace (mountain view)	KLCC, Kuala Lumpur	RM 3,200,000	Non Landed4 beds4 bathRM 647/sqft4,941 sqft
7824	The Binjai on The Park	Jalan Binjai, KLCC, Kuala Lumpur	RM 2,250,000	Non Landed2 beds3 bath1 carparkRM 1,385/sqft1,624 sqft
7825	One Menerung	Jalan Menerung, Bangsar, Kuala Lumpur	RM 6,000,000	Non Landed4 beds5 bathRM 1,395/sqft4,300 sqft
7826	[MRT] Vista damai - 67 units (Bulk Purchase)	KLCC, Kuala Lumpur	RM 690,000	Non Landed3 beds3 bathRM 751/sqft918 sqft
7827	Binjai Residency	Jalan Binjai, KLCC, Kuala Lumpur	RM 9,200,000	Non Landed5 beds6 bathRM 1,333/sqft6,900 sqft
7828	Kenny Hills Residence-penthouse,KLCC view (10Ksf) 	Kenny Hills (Bukit Tunku), Kuala Lumpur	RM 6,400,000	Non Landed5 beds6 bathRM 640/sqft10,000 sqft
7829	Vivaldi-BELOW COST! Good condition, KLCC,pool view	Mont Kiara, Kuala Lumpur	RM 2,000,000	Non Landed3 beds4 bathRM 777/sqft2,573 sqft
7830	Amarin Wickham (Penthouse, private pool)	Ampang Hilir, Kuala Lumpur	RM 4,600,000	Non Landed5 beds6 bathRM 686/sqft6,700 sqft
7831	Dedaun	Jalan Ampang, Ampang Hilir, Kuala Lumpur	RM 3,500,000	Non Landed3 beds4 bathRM 808/sqft4,327 sqft
7832	Kenny Hills Residence-penthouse, KLCC view (10Ksf)	Kenny Hills (Bukit Tunku), Kuala Lumpur	RM 6,000,000	Non Landed5 beds6 bathRM 600/sqft10,000 sqft
7833	Pavilion Residences	Jalan Bukit Bintang, Bukit Bintang, Kuala Lumpur	RM 2,750,000	Non Landed2 beds2 bathRM 1,822/sqft1,509 sqft
7834	Sunway Vivaldi	Jalan 19/70a, Sri Hartamas, Kuala Lumpur	RM 2,000,000	Non Landed3 beds4 bathRM 777/sqft2,573 sqft
7835	Tijani 2 North	Jalan Langgak Tunku, Bukit Tunku, Kenny Hills (Bukit Tunku), Kuala Lumpur	RM 3,000,000	Non Landed3 beds4 bathRM 1,039/sqft2,886 sqft
7836	Inara	Jalan Medang Kapas. Bukit Bandaraya, Bangsar, Kuala Lumpur	RM 3,600,000	Non Landed4 beds5 bathRM 1,058/sqft3,400 sqft
7837	Mutiara Upper East Desa Pandan	Jalan 1/76, Ampang Hilir, Desa Pandan, Kuala Lumpur	RM 1,700,000	Non Landed4 beds5 bathRM 611/sqft2,779 sqft
7838	Ken Bangsar	Jalan Kapas, Bangsar, Kuala Lumpur	RM 2,150,000	Non Landed4 beds5 bathRM 996/sqft2,157 sqft
7839	Clearwater Residences	Jalan Changkat Semantan, Damansara Heights, Damansara Heights, Kuala Lumpur	RM 2,980,000	Non Landed4 beds5 bathRM 907/sqft3,283 sqft
7840	One KL	Jalan Pinang, KLCC, Kuala Lumpur	RM 4,100,000	Non Landed3 beds4 bathRM 1,242/sqft3,300 sqft
7841	NEW SEMI D SALAK TINGGI SEPANG 	Putrajaya, Selangor	RM 418,000	Landed3 beds2 bathRM 160/sqft2,600 sqft
7842	0 WANG MUKA TERES Sg Ramal Kajang Sek 8 Bangi	Kajang, Selangor	RM 681,000	Landed4 beds3 bathRM 499/sqft1,364 sqft
7843	Seksyen 8, Bandar Baru Bangi	Jalan 8, Bangi, Selangor	RM 681,000	Landed4 beds3 bathRM 499/sqft1,364 sqft
7844	NEW TERES 22X62 0 DOWNPAYMENT Sg Ramal Kajang	Putrajaya, Selangor	RM 681,000	Landed4 beds3 bathRM 499/sqft1,364 sqft
7845	0 WANG MUKA 22X62 TERES Sg Ramal Kajang 	Putrajaya, Selangor	RM 681,000	Landed4 beds3 bathRM 499/sqft1,364 sqft
7846	NEW 0 DOWNPAYMENT TERRACE BUKIT CHANGGANG BANTING	Banting, Selangor	RM 407,000	Landed4 beds3 bathRM 323/sqft1,259 sqft
7847	BUKIT CHANGGANG NEW TERES & SEMI D 0 DOWNPAYMENT	Banting, Selangor	RM 306,000	Landed4 beds2 bathRM 218/sqft1,399 sqft
7848	NEW SEMI D FREEHOLD 0 DOWNPAYMENT PUTRAJAYA CYBERJAYA ALL FEES FREE	Dengkil, Selangor	RM 1,216,000	Landed4 beds5 bath3 carparkRM 264/sqft4,600 sqft
7849	FREEHOLD NEW Terrace 15min Putrajaya Cyberjaya	Bangi, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7850	20min Putrajaya 0 DOWNPAYMENT SEPANG NEW TERRACE	Putrajaya, Selangor	RM 449,000	Landed4 beds3 bathRM 374/sqft1,200 sqft
7851	NEW SEMI D 0 DOWNPAYMENT BUKIT CHANGGANG BANTING	Banting, Selangor	RM 459,000	Landed4 beds2 bathRM 158/sqft2,899 sqft
7852	BUKIT CHANGGANG BANTING NEW 0 DOWNPAYMENT TERRACE 	Banting, Selangor	RM 407,000	Landed4 beds3 bathRM 323/sqft1,259 sqft
7853	NEW TERES & SEMI D 0 DOWNPAYMENT BUKIT CHANGGANG 	Banting, Selangor	RM 306,000	Landed4 beds2 bathRM 218/sqft1,399 sqft
7854	FREEHOLD NEW PARTIAL FURNISH YURAN FREE TERRACE	Putrajaya, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7855	Terrace FREEHOLD NEW PARTIAL FURNISH YURAN FREE	Cyberjaya, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7856	Kajang NEW SEMI D 0 DOWNPAYMENT ALL FEES FREE	Kajang, Selangor	RM 1,260,000	Landed5 + 1 beds4 bathRM 393/sqft3,200 sqft
7857	FREEHOLD NEW TERES Dengkil 15 min Putrajaya	Putrajaya, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7858	Sepang NEW TERES 20min Putrajaya 0 DOWNPAYMENT 	Sepang, Selangor	RM 449,000	Landed4 beds3 bathRM 374/sqft1,200 sqft
7859	Kajang 15min Cheras NEW SEMI D 0 DOWNPAYMENT	Cheras, Selangor	RM 1,260,000	Landed5 + 1 beds4 bath3 carparkRM 393/sqft3,200 sqft
7860	NEW Bangi Putrajaya YURAN FREE TERES FREEHOLD	Cyberjaya, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7861	NEW Bangi Putrajaya YURAN FREE TERES FREEHOLD	Cyberjaya, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7862	NEW TERRACE FREEHOLD Putrajaya Cyberjaya Bangi	Sepang, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7863	FREEHOLD Terrace PARTIAL FURNISH SEMUA YURAN FREE	Kajang, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7864	NEW 0 DOWNPAYMENT SENANG AKSES TERES Sepang	Putrajaya, Selangor	RM 358,000	Landed3 beds2 bathRM 238/sqft1,500 sqft
7865	20min Putrajaya 0 DOWNPAYMENT NEW TERRACE	Putrajaya, Selangor	RM 449,000	Landed4 beds3 bathRM 374/sqft1,200 sqft
7866	FREEHOLD PARTIAL FURNISH SEMUA YURAN FREE Teres	Cyberjaya, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7867	Jenderam Hilir	Kampung Jenderam Hilir, Dengkil, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7868	Jenderam Hilir	Kampung Jenderam Hilir, Dengkil, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7869	Jenderam Hilir	Kampung Jenderam Hilir, Dengkil, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7870	FREEHOLD NEW TERES 0 DOWNPAYMENT FEES ALL FREE Kuala Selangor	Kuala Selangor, Selangor	RM 286,000	Landed4 beds2 bath2 carparkRM 201/sqft1,420 sqft
7871	20min Putrajaya TERRACE 10min Nilai 0 DOWNPAYMENT 	Sepang, Selangor	RM 444,000	Landed4 beds3 bathRM 365/sqft1,216 sqft
7872	FREEHOLD NEW Terrace PARTIAL FURNISHED 15min Putrajaya Cyberjaya Bangi	Sepang, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
7873	NEW 0 DOWNPAYMENT TERRACE Sepang 20min Putrajaya	Sepang, Selangor	RM 358,000	Landed3 beds2 bathRM 238/sqft1,500 sqft
7874	SEMUA YURAN FREE FREEHOLD PARTIAL FURNISH Teres	Putrajaya, Selangor	RM 495,000	Landed4 beds3 bathRM 380/sqft1,300 sqft
